_id,Centre Code,Centre Name,Centre Type,Centre Status,Host Centre Code,Host Centre Name,Official Low Year Level,Official High Year Level,Officer In Charge Title,School Band,Show Holiday Date,Internet Site,Phone Number,Restrict Contact Outside Teaching Hours,Fax Number,Actual Address Line 1,Actual Address Line 2,Actual Address Line 3,Actual Address Post Code,Postal Address Line 1,Postal Address Line 2,Postal Address Line 3,Postal Address Post Code,Education Geographic Region,Federal Electorate,State Electorate,Local Government Area,Statistical Area Level2,Statistical Area Level2 Code,Remoteness Area,Enrolment Effective Date,All Student Count,Campus All Student Count,ABN,Sector,Non-State Sector,Longitude,Latitude
1361,5065,St Gerard Majella Primary School (Woree),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sgmcairns.qld.edu.au,(07) 4054 4805,,(07) 4054 6433,,63 Anderson Road,Woree,4868,PO Box 12131,Cairns DC,,4870,Far North Queensland,Leichhardt,Mulgrave,Cairns (R),Woree,306021157,Outer Regional Australia,,,,,Non-State,Catholic,145.740321,-16.967536
1362,236,St Helens State School,State School,Open,,,Prep Year,Year 6,Principal,7,2020-05-22T00:00:00,www.sthelensss.eq.edu.au,(07) 4120 2222,N,,,891 Saltwater Creek Road,St Helens,4650,891 Saltwater Creek Road,Maryborough,,4650,North Coast,Wide Bay,Maryborough,Fraser Coast (R),Maryborough (Qld),319051524,Inner Regional Australia,2019 July,302,,52437171833,State,,152.710558,-25.50278
1363,5457,St Hilda's School (Southport),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.sthildas.qld.edu.au,(07) 5532 4922,,(07) 5591 5352,,52 High Street,Southport,4215,PO Box 290,Southport,,4215,South East,Moncrieff,Southport,Gold Coast (C),Southport - North,309091540,Major Cities of Australia,,,,,Non-State,Independent,153.407238,-27.970185
1364,5066,St Ignatius School (Toowong),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stignatiustoowong.qld.edu.au,(07) 3371 1094,N,(07) 3870 8685,,46 Grove Street,Toowong,4066,46 Grove Street,Toowong,,4066,Metropolitan,Ryan,Maiwar,Brisbane (C),Toowong,305041137,Major Cities of Australia,,,,,Non-State,Catholic,152.986307,-27.485708
1365,5067,St Ita's Regional Primary School (Dutton Park),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stitasduttonpark.qld.edu.au,(07) 3844 2975,N,(07) 3844 2230,,249 Gladstone Road,Dutton Park,4102,PO Box 6222,Fairfield Gardens,,4103,Metropolitan,Griffith,South Brisbane,Brisbane (C),Fairfield - Dutton Park,303021054,Major Cities of Australia,,,,,Non-State,Catholic,153.023204,-27.494736
1366,5304,St James College (Brisbane),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.stjamescollege.qld.edu.au,(07) 3230 8600,,(07) 3839 3058,,201 Boundary Street,Brisbane,4000,201 Boundary Street,Brisbane,,4000,Metropolitan,Brisbane,McConnel,Brisbane (C),Spring Hill,305011111,Major Cities of Australia,,,,,Non-State,Catholic,153.0299,-27.461503
1367,5311,St James Lutheran College (Urraween),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.stjameslc.qld.edu.au,(07) 4128 5500,,(07) 4128 5555,,138-172 Pantlins Lane,Urraween,4655,138-172 Pantlins Lane,Urraween,,4655,North Coast,Hinkler,Hervey Bay,Fraser Coast (R),Pialba - Eli Waters,319041518,Inner Regional Australia,,,,,Non-State,Independent,152.813702,-25.298067
1368,5069,St James Primary School (Coorparoo),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stjames.qld.edu.au,(07) 3397 0396,N,(07) 3847 3337,,92 Kirkland Avenue,Coorparoo,4151,PO Box 1617,Coorparoo,,4151,Metropolitan,Griffith,Greenslopes,Brisbane (C),Coorparoo,303021053,Major Cities of Australia,,,,,Non-State,Catholic,153.05243,-27.49954
1369,5070,St Joachim's School (Holland Park),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stjoachimscps.qld.edu.au,(07) 3397 9087,N,(07) 3847 3066,,41 Yuletide Street,Holland Park,4121,PO Box 134,Holland Park,,4121,Metropolitan,Griffith,Greenslopes,Brisbane (C),Holland Park West,303021057,Major Cities of Australia,,,,,Non-State,Catholic,153.058945,-27.520626
1370,5245,St John Bosco Catholic School (Collinsville),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sjbtsv.catholic.edu.au,(07) 4785 5276,,(07) 4785 5783,,25 Blake Street,Collinsville,4804,PO Box 130,Collinsville,,4804,North Queensland,Capricornia,Burdekin,Whitsunday (R),Collinsville,312011340,Remote Australia,,,,,Non-State,Catholic,147.845289,-20.553807
1371,5346,St John Fisher College (Bracken Ridge),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.sjfc.qld.edu.au,(07) 3269 8188,N,(07) 3869 0216,,John Fisher Drive,Bracken Ridge,4017,John Fisher Drive,Bracken Ridge,,4017,Metropolitan,Petrie,Sandgate,Brisbane (C),Bracken Ridge,302041041,Major Cities of Australia,,,,,Non-State,Catholic,153.043823,-27.313393
1372,5202,St John the Baptist Catholic Primary School (Gladstone),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sjgrok.catholic.edu.au,(07) 4978 1799,,(07) 4978 3943,,15 J Hickey Avenue,Gladstone,4680,J Hickey Avenue,Gladstone,,4680,Central Queensland,Flynn,Gladstone,Gladstone (R),Clinton - New Auckland,308051533,Inner Regional Australia,,,,,Non-State,Catholic,151.21951,-23.875895
1373,5072,St John Vianney's Primary School (Manly),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sjv.qld.edu.au,(07) 3396 6380,N,(07) 3396 0255,,15 Oceana Terrace,Manly,4179,15 Oceana Terrace,Manly,,4179,Metropolitan,Bonner,Lytton,Brisbane (C),Manly - Lota,301031015,Major Cities of Australia,,,,,Non-State,Catholic,153.184421,-27.457647
1374,5459,"St John's Anglican College (College Ave, Forest Lake)",Non-State School,Open,,,Year 7,Year 12,Principal,,,www.stjohnsanglicancollege.com.au,(07) 3372 0111,,(07) 3372 0192,,College Avenue,Forest Lake,4078,PO Box 4078,Forest Lake,,4078,Metropolitan,Oxley,Inala,Brisbane (C),Forest Lake - Doolandella,310011273,Major Cities of Australia,,,,,Non-State,Independent,152.971181,-27.621602
1375,5201,St John's Catholic Primary School (Walkerston),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sjwarok.catholic.edu.au,(07) 4959 2445,,(07) 4959 2104,,23 Creek Street,Walkerston,4751,PO Box 314,Walkerston,,4751,Central Queensland,Capricornia,Mirani,Mackay (R),Walkerston - Eton,312021357,Outer Regional Australia,,,,,Non-State,Catholic,149.066349,-21.16128
1376,5125,St John's College (Nambour),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.stjohns.qld.edu.au,(07) 5441 5666,N,(07) 5441 7399,,Perwillowen Road,Nambour,4560,Perwillowen Road,Nambour,,4560,North Coast,Fairfax,Nicklin,Sunshine Coast (R),Nambour,316071548,Major Cities of Australia,,,,,Non-State,Catholic,152.944907,-26.637909
1377,5766,St John's Lutheran Primary School (Bundaberg),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stjohnsbundaberg.qld.edu.au,(07) 4132 6888,N,(07) 4132 6810,,24 George Street,Bundaberg,4670,24 George Street,Bundaberg,,4670,North Coast,Hinkler,Bundaberg,Bundaberg (R),Bundaberg,319011495,Inner Regional Australia,,,,,Non-State,Independent,152.3618,-24.869269
1378,5770,St John's Lutheran School (Kingaroy),Non-State School,Open,,,Prep Year,Year 9,Principal,,,www.sjls.qld.edu.au,(07) 4162 3988,,(07) 4162 4255,,84-94 Ivy Street,Kingaroy,4610,PO Box 506,Kingaroy,,4610,Darling Downs South West,Maranoa,Nanango,South Burnett (R),Kingaroy,319021505,Inner Regional Australia,,,,,Non-State,Independent,151.855215,-26.537629
1379,5324,St John's School (Roma),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.twb.catholic.edu.au,(07) 4622 1842,N,(07) 4622 3736,,Bowen Street,Roma,4455,PO Box 41,Roma,,4455,Darling Downs South West,Maranoa,Warrego,Maranoa (R),Roma,307011176,Outer Regional Australia,,,,,Non-State,Catholic,148.780869,-26.572471
1380,5277,St John's School (Silkwood),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stjohnssilkwood.qld.edu.au,(07) 4065 2193,,(07) 4065 2355,,Harold Street,Silkwood,4856,Harold Street,Silkwood,,4856,Far North Queensland,Kennedy,Hill,Cassowary Coast (R),Johnstone,306031160,Outer Regional Australia,,,,,Non-State,Catholic,146.005185,-17.737238
1381,5204,St Joseph's Catholic Primary School (Barcaldine),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sjbarok.catholic.edu.au,(07) 4651 2450,N,(07) 4651 2451,,23 Willow Street,Barcaldine,4725,PO Box 84,Barcaldine,,4725,Central Queensland,Maranoa,Gregory,Barcaldine (R),Barcaldine - Blackall,315031408,Very Remote Australia,,,,,Non-State,Catholic,145.286211,-23.556267
1382,5205,St Joseph's Catholic Primary School (Biloela),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sjbi.rok.catholic.edu.au,(07) 4992 2353,,(07) 4992 2364,,66 Rainbow Street,Biloela,4715,PO Box 157,Biloela,,4715,Central Queensland,Flynn,Callide,Banana (S),Biloela,308041529,Outer Regional Australia,,,,,Non-State,Catholic,150.514774,-24.396994
1383,5206,St Joseph's Catholic Primary School (Blackall),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sjblrok.catholic.edu.au,(07) 4657 4248,,(07) 4657 4807,,109 Thistle Street,Blackall,4472,PO Box 211,Blackall,,4472,Central Queensland,Maranoa,Gregory,Blackall Tambo (R),Barcaldine - Blackall,315031408,Very Remote Australia,,,,,Non-State,Catholic,145.45976,-24.420036
1384,5080,St Joseph's Catholic Primary School (Bracken Ridge),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stjosephsbrackenridge.qld.edu.au,(07) 3261 2858,N,(07) 3261 5172,,30 Eldorado Street,Bracken Ridge,4017,30 Eldorado Street,Bracken Ridge,,4017,Metropolitan,Petrie,Sandgate,Brisbane (C),Bracken Ridge,302041041,Major Cities of Australia,,,,,Non-State,Catholic,153.034414,-27.325036
1385,5207,St Joseph's Catholic Primary School (Bundaberg),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sjbgrok.catholic.edu.au,(07) 4151 4771,,(07) 4152 3900,,Cnr Barolin and Woondooma Streets,Bundaberg,4670,22 Barolin Street,Bundaberg,,4670,North Coast,Hinkler,Bundaberg,Bundaberg (R),Bundaberg,319011495,Inner Regional Australia,,,,,Non-State,Catholic,152.350031,-24.868139
1386,5208,St Joseph's Catholic Primary School (Clermont),Non-State School,Open,,,Prep Year,Year 6,Principal,,,http://www.stjosephsclermont.catholic.edu.au/,(07) 4983 1535,,(07) 4983 1198,,50 Box Street,Clermont,4721,PO Box 133,Clermont,,4721,Central Queensland,Capricornia,Burdekin,Isaac (R),Clermont,312011339,Remote Australia,,,,,Non-State,Catholic,147.639199,-22.822009
1387,5210,St Joseph's Catholic Primary School (North Mackay),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sjnmrok.catholic.edu.au,(07) 4957 3355,,(07) 4957 4540,,4 Canberra Street,North Mackay,4740,PO Box 3077,North Mackay,,4740,Central Queensland,Dawson,Mackay,Mackay (R),North Mackay,312021349,Inner Regional Australia,,,,,Non-State,Catholic,149.186803,-21.122614
1388,5211,St Joseph's Catholic Primary School (Park Avenue),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sjparok.catholic.edu.au,(07) 4922 1906,,(07) 4927 7571,,Main Street,Park Avenue,4701,PO Box 9522,Park Avenue,,4701,Central Queensland,Capricornia,Rockhampton,Rockhampton (R),Park Avenue,308031214,Inner Regional Australia,,,,,Non-State,Catholic,150.510058,-23.357505
1389,5212,St Joseph's Catholic Primary School (Wandal),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sjwl.rok.catholic.edu.au,(07) 4994 8230,,,,4 Herbert Street,Wandal,4700,PO Box 2160,Wandal,,4700,Central Queensland,Capricornia,Rockhampton,Rockhampton (R),Rockhampton - West,308031216,Inner Regional Australia,,,,,Non-State,Catholic,150.494019,-23.37291
1390,5247,St Joseph's Catholic School (Cloncurry),Non-State School,Open,,,Prep Year,Year 9,Principal,,,www.sjctsv.catholic.edu.au,(07) 4742 1633,,(07) 4742 1039,,Sheaffe Street,Cloncurry,4824,PO Box 334,Cloncurry,,4824,North Queensland,Kennedy,Traeger,Cloncurry (S),Mount Isa Region,315021406,Remote Australia,,,,,Non-State,Catholic,140.50566,-20.70148
1391,5251,"St Joseph's Catholic School, The Strand (North Ward)",Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sjnwtsv.catholic.edu.au,(07) 4772 1973,,(07) 4771 3595,,Fryer Street,North Ward,4810,PO Box 5082,Townsville,,4810,North Queensland,Herbert,Townsville,Townsville (C),Townsville City - North Ward,318021490,Outer Regional Australia,,,,,Non-State,Catholic,146.81756,-19.253335
1392,5305,St Joseph's College (Brisbane),Non-State School,Open,,,Year 5,Year 12,Principal,,,www.terrace.qld.edu.au,(07) 3214 5200,,,,285 Gregory Terrace,Brisbane,4000,285 Gregory Terrace,Brisbane,,4000,Metropolitan,Brisbane,McConnel,Brisbane (C),Spring Hill,305011111,Major Cities of Australia,,,,,Non-State,Catholic,153.024748,-27.456844
1393,A107,St Joseph's College (Coomera),Non-State School,Open,,,Prep Year,Year 7,Principal,,,www.stjosephscoomera.qld.edu.au,(07) 5670 5500,,,,49-103 Kerkin Road South,Coomera,4209,PO Box 589,Upper Coomera,,4209,South East,Fadden,Coomera,Gold Coast (C),Coomera,309071251,Major Cities of Australia,,,,,Non-State,Catholic,153.33416,-27.83292
1394,5323,St Joseph's College (Toowoomba),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.sjc.qld.edu.au,(07) 4631 8500,N,(07) 4631 8599,,54 James Street,Toowoomba,4350,PO Box 577,Toowoomba,,4350,Darling Downs South West,Groom,Toowoomba South,Toowoomba (R),Rangeville,317011455,Inner Regional Australia,,,,,Non-State,Catholic,151.970197,-27.571553
1395,5366,St Joseph's Nudgee College (Boondall),Non-State School,Open,,,Year 5,Year 12,Principal,,,www.nudgee.com,(07) 3865 0555,N,(07) 3865 0500,,2199 Sandgate Road,Boondall,4034,PO Box 130,Virginia,,4014,Metropolitan,Lilley,Nudgee,Brisbane (C),Boondall,302031035,Major Cities of Australia,,,,,Non-State,Catholic,153.062141,-27.35992
1396,9627,St Joseph's Parish School (Weipa),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stjosephsweipa.qld.edu.au,(07) 4069 9500,,,,Boundary Road,Weipa,4874,PO Box 1407,Weipa,,4874,Far North Queensland,Leichhardt,Cook,Weipa (T),Weipa,315011403,Very Remote Australia,,,,,Non-State,Catholic,141.880525,-12.628974
1397,5074,St Joseph's Primary School (Corinda),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stjoseph.qld.edu.au,(07) 3379 6937,N,(07) 3379 9690,,28 Clewley Street,Corinda,4075,28 Clewley Street,Corinda,,4075,Metropolitan,Moreton,Mount Ommaney,Brisbane (C),Corinda,304031093,Major Cities of Australia,,,,,Non-State,Catholic,152.982579,-27.53802
1398,5075,St Joseph's Primary School (Kangaroo Point),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stjosephskpt.qld.edu.au,(07) 3391 5397,N,(07) 3391 5186,,26-36 Leopard Street,Kangaroo Point,4169,PO Box 1856,New Farm,,4005,Metropolitan,Griffith,South Brisbane,Brisbane (C),Kangaroo Point,305011108,Major Cities of Australia,,,,,Non-State,Catholic,153.032944,-27.482947
1399,5384,St Joseph's Primary School (Nambour),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stjosephsnambour.qld.edu.au,(07) 5441 9222,N,(07) 5441 9200,,177 Currie Street,Nambour,4560,PO Box 569,Nambour,,4560,North Coast,Fairfax,Nicklin,Sunshine Coast (R),Nambour,316071548,Major Cities of Australia,,,,,Non-State,Catholic,152.96012,-26.63001
1400,5278,St Joseph's School (Atherton),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stjoeys.qld.edu.au,(07) 4091 4211,,(07) 4091 4214,,Cnr Jack and Alice Streets,Atherton,4883,PO Box 829,Atherton,,4883,Far North Queensland,Kennedy,Hill,Tablelands (R),Atherton,306051166,Outer Regional Australia,,,,,Non-State,Catholic,145.478694,-17.265447
1401,5073,St Joseph's School (Bardon),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stjosephsbardon.qld.edu.au,(07) 3369 3020,N,(07) 3369 8437,,41 The Drive,Bardon,4065,PO Box 2107,Ashgrove West,,4060,Metropolitan,Ryan,Cooper,Brisbane (C),Bardon,305041134,Major Cities of Australia,,,,,Non-State,Catholic,152.980011,-27.459022
1402,5279,St Joseph's School (Cairns),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stjosephscairns.qld.edu.au,(07) 4051 4041,,(07) 4031 3963,,13 Loeven Street,Parramatta Park,4870,13 Loeven Street,Parramatta Park,,4870,Far North Queensland,Leichhardt,Cairns,Cairns (R),Cairns City,306021145,Outer Regional Australia,,,,,Non-State,Catholic,145.766546,-16.926576
1403,5122,St Joseph's School (Childers),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stjosephschilders.qld.edu.au,(07) 4126 1866,N,(07) 4126 1192,,40 Churchill Street,Childers,4660,PO Box 99,Childers,,4660,North Coast,Hinkler,Burnett,Bundaberg (R),Bundaberg Region - South,319011499,Inner Regional Australia,,,,,Non-State,Catholic,152.281186,-25.235986
1404,5168,St Joseph's School (Chinchilla),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.chinchilla.catholic.edu.au,(07) 4662 7850,,(07) 4668 9732,,74 Middle Street,Chinchilla,4413,PO Box 467,Chinchilla,,4413,Darling Downs South West,Maranoa,Callide,Western Downs (R),Chinchilla,307011172,Outer Regional Australia,,,,,Non-State,Catholic,150.62718,-26.743504
1405,5123,St Joseph's School (Gayndah),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stjosephsgayndah.qld.edu.au,(07) 4161 1889,N,(07) 4161 2655,,38 Meson Street,Gayndah,4625,PO Box 119,Gayndah,,4625,Central Queensland,Flynn,Callide,North Burnett (R),Gayndah - Mundubbera,319021503,Outer Regional Australia,,,,,Non-State,Catholic,151.605418,-25.623398
1406,5170,St Joseph's School (Millmerran),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.millmerran.catholic.edu.au,(07) 4695 1349,,(07) 4695 1680,,25 Walpole Street,Millmerran,4357,PO Box 77,Millmerran,,4357,Darling Downs South West,Maranoa,Southern Downs,Toowoomba (R),Millmerran,307021181,Inner Regional Australia,,,,,Non-State,Catholic,151.27167,-27.872529
1407,5250,St Joseph's School (Mount Isa),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sjmtsv.catholic.edu.au,(07) 4743 4303,,(07) 4743 6584,,50-64 Twenty Third Avenue,Mount Isa,4825,PO Box 106,Mount Isa,,4825,North Queensland,Kennedy,Traeger,Mount Isa (C),Mount Isa,315021405,Remote Australia,,,,,Non-State,Catholic,139.491252,-20.744703
1408,5248,St Joseph's School (Mundingburra),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sjmbtsv.catholic.edu.au,(07) 4779 1651,,(07) 4725 3172,,65-75 Ross River Road,Mundingburra,4812,PO Box 201,Castletown,,4812,North Queensland,Herbert,Mundingburra,Townsville (C),Mundingburra,318021485,Outer Regional Australia,,,,,Non-State,Catholic,146.790602,-19.294115
1409,5124,St Joseph's School (Murgon),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stjosephsmurgon.qld.edu.au,(07) 4168 1627,N,(07) 4168 2501,,32 Angel Avenue,Murgon,4605,PO Box 212,Murgon,,4605,Darling Downs South West,Wide Bay,Nanango,South Burnett (R),Kingaroy Region - North,319021506,Inner Regional Australia,,,,,Non-State,Catholic,151.946228,-26.239438
1410,5076,St Joseph's School (North Ipswich),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stjosephsnorthipswich.qld.edu.au,(07) 3201 6188,N,(07) 3201 5121,,42 Pine Mountain Road,North Ipswich,4305,42B Pine Mountain Road,North Ipswich,,4305,Metropolitan,Blair,Ipswich West,Ipswich (C),North Ipswich - Tivoli,310031292,Major Cities of Australia,,,,,Non-State,Catholic,152.757571,-27.590915
1411,5078,St Joseph's School (Nundah),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stjosnundah.qld.edu.au,(07) 3266 2405,N,(07) 3260 6219,,16 Leslie Street,Nundah,4012,16 Leslie Street,Nundah,,4012,Metropolitan,Lilley,Nudgee,Brisbane (C),Nundah,302031040,Major Cities of Australia,,,,,Non-State,Catholic,153.056807,-27.403875
1412,5398,St Joseph's School (Stanthorpe) ,Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.stjosephs.qld.edu.au,(07) 4681 5900,,(07) 4681 5909,,100 High Street,Stanthorpe,4380,PO Box 413,Stanthorpe,,4380,Darling Downs South West,Maranoa,Southern Downs,Southern Downs (R),Stanthorpe,307031187,Outer Regional Australia,,,,,Non-State,Catholic,151.938152,-28.652826
1413,5172,St Joseph's School (Tara),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.tara.catholic.edu.au,(07) 4665 3259,,(07) 4669 4669,,3 Fry Street,Tara,4421,3 Fry Street,Tara,,4421,Darling Downs South West,Maranoa,Warrego,Western Downs (R),Tara,307011178,Outer Regional Australia,,,,,Non-State,Catholic,150.460203,-27.275183
1414,5079,St Joseph's Tobruk Memorial School (Beenleigh),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stjosephsbeenleigh.qld.edu.au,(07) 3287 2798,,(07) 3807 4532,,53 Kokoda Street,Beenleigh,4207,PO Box 719,Beenleigh,,4207,South East,Forde,Macalister,Logan (C),Beenleigh,311021306,Major Cities of Australia,,,,,Non-State,Catholic,153.199676,-27.711676
1415,5136,St Kevin's School (Benowa),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.sk.qld.edu.au,(07) 5539 4522,,(07) 5539 2057,,312 Benowa Road,Benowa,4217,PO Box 7858,Bundall,Gold Coast Mail Centre,9726,South East,Moncrieff,Southport,Gold Coast (C),Benowa,309101267,Major Cities of Australia,,,,,Non-State,Catholic,153.39074,-28.003781
1416,5081,St Kevin's School (Geebung),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stkevinsgeebung.qld.edu.au,(07) 3265 6511,N,(07) 3265 5375,,249 Newman Road,Geebung,4034,249 Newman Road,Geebung,,4034,Metropolitan,Lilley,Aspley,Brisbane (C),Geebung,302021030,Major Cities of Australia,,,,,Non-State,Catholic,153.047131,-27.373833
1417,5226,St Kieran's Catholic School (Mount Isa),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.skmtsv.catholic.edu.au,(07) 4744 9000,,(07) 4743 5925,,Short Street,Mount Isa,4825,PO Box 1100,Mount Isa,,4825,North Queensland,Kennedy,Traeger,Mount Isa (C),Mount Isa,315021405,Remote Australia,,,,,Non-State,Catholic,139.507213,-20.71559
1418,5082,St Kieran's School (Brighton),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stkieranbrighton.qld.edu.au,(07) 3269 5989,N,(07) 3269 2319,,15 Greenwood Street,Brighton,4017,15 Greenwood Street,Brighton,,4017,Metropolitan,Lilley,Sandgate,Brisbane (C),Brighton (Qld),302041042,Major Cities of Australia,,,,,Non-State,Catholic,153.055125,-27.293594
1419,5306,St Laurence's College (South Brisbane),Non-State School,Open,,,Year 5,Year 12,Principal,,,www.slc.qld.edu.au,(07) 3010 1111,N,(07) 3846 4817,,82 Stephens Road,South Brisbane,4101,82 Stephens Road,South Brisbane,,4101,Metropolitan,Griffith,South Brisbane,Brisbane (C),South Brisbane,305011110,Major Cities of Australia,,,,,Non-State,Catholic,153.024057,-27.485929
1420,103,St Lawrence State School,State School,Open,,,Early Childhood,Year 6,Principal,5,2020-06-11T00:00:00,www.stlawrencess.eq.edu.au,(07) 4956 9134,Y,(07) 4956 9270,,Macartney Street,St Lawrence,4707,PO Box 22,St Lawrence,,4707,Central Queensland,Capricornia,Mirani,Isaac (R),Broadsound - Nebo,312011338,Remote Australia,2019 July,8,,75383926025,State,,149.529711,-22.344932
1421,5458,St Luke's Anglican School (Bundaberg),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.stlukes.qld.edu.au,(07) 4132 7555,,(07) 4132 7556,,4 Mezger Street,"Kalkie, Bundaberg",4670,4 Mezger Street,"Kalkie, Bundaberg",,4670,North Coast,Hinkler,Bundaberg,Bundaberg (R),Bundaberg East - Kalkie,319011496,Inner Regional Australia,,,,,Non-State,Independent,152.384943,-24.852674
1422,5601,St Luke's Catholic Parish School (Capalaba),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stlukescapalaba.qld.edu.au,(07) 3245 9595,N,(07) 3823 2222,,45 Degen Road,Capalaba,4157,45 Degen Road,Capalaba,,4157,South East,Bowman,Capalaba,Redland (C),Capalaba,301011004,Major Cities of Australia,,,,,Non-State,Catholic,153.196056,-27.549329
1423,5429,St Margaret Mary's College (Hyde Park),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.smmc.catholic.edu.au,(07) 4726 4900,,(07) 4726 4989,,1-9 Crowle Street,Hyde Park,4812,PO Box 1806,Aitkenvale,,4814,North Queensland,Herbert,Townsville,Townsville (C),Hyde Park - Pimlico,318021479,Outer Regional Australia,,,,,Non-State,Catholic,146.799503,-19.278002
1424,5450,St Margaret's Anglican Girls School (Ascot),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.stmargarets.qld.edu.au,(07) 3862 0777,,(07) 3862 0701,,11 Petrie Street,Ascot,4007,11 Petrie Street,Ascot,,4007,Metropolitan,Brisbane,Clayfield,Brisbane (C),Albion,305031119,Major Cities of Australia,,,,,Non-State,Independent,153.050054,-27.430795
1425,5176,St Maria Goretti School (Inglewood),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.inglewood.catholic.edu.au,(07) 4652 1109,,(07) 4652 1321,,Elizabeth Street,Inglewood,4387,PO Box 59,Inglewood,,4387,Darling Downs South West,Maranoa,Southern Downs,Goondiwindi (R),Inglewood - Waggamba,307011174,Outer Regional Australia,,,,,Non-State,Catholic,151.08034,-28.413026
1426,5086,St Mark's School (Inala),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stmarksinala.qld.edu.au,(07) 3372 3408,N,(07) 3372 4219,,92 Lilac Street,Inala,4077,92 Lilac Street,Inala,,4077,Metropolitan,Oxley,Inala,Brisbane (C),Inala - Richlands,310011274,Major Cities of Australia,,,,,Non-State,Catholic,152.968498,-27.59413
1427,5087,St Martin's School (Carina),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.stmartinscarina.qld.edu.au,(07) 3900 9100,N,(07) 3843 0065,,66 Broadway Street,Carina,4152,PO Box 37,Carina,,4152,Metropolitan,Griffith,Chatsworth,Brisbane (C),Carina,303011049,Major Cities of Australia,,,,,Non-State,Catholic,153.089994,-27.491569
1428,596,St Mary MacKillop Primary School (Birkdale),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.marymackillop.qld.edu.au,(07) 3822 5500,,(07) 3822 5690,,10 Hardy Road,Birkdale,4159,Hardy Road,Birkdale,,4159,South East,Bowman,Oodgeroo,Redland (C),Birkdale,301011003,Major Cities of Australia,,,,,Non-State,Catholic,153.228706,-27.498302
